Job ID	NewLB	Summed CPLength	Summed TWork
307507	12922	7062	188.83697916666668
758783	10037	2963	206.44139999999996
768758	9942	3049	203.7839
991407	11677	6023	182.5271875
1099801	9730	5710	179.27864583333331
1172706	8607	5726	180.84072916666668
1431119	11213	3341	233.7722
1535148	9408	6017	183.18020833333333
2697167	11642	3604	239.1315
2787812	10882	3254	226.7477
2889679	12241	3685	242.04449999999997
2944572	9303	5160	183.10114583333333
3127284	12061	3662	241.5093
3664626	9218	5520	182.87229166666668
