Job ID	NewLB	Summed CPLength	Summed TWork
875	2635	607	118.87666666666667
4544	18407	1663	441.22875
25762	24417	1543	585.3789
61712	4686	879	100.20270833333333
181570	302	302	0.366875
492008	18704	1680	461.1566666666667
544433	307	307	0.36468750000000005
960057	5935	1265	121.92906249999999
969756	2650	127	26.671875
991022	24937	1603	596.7836
1021499	15439	1237	401.18625000000003
1162948	3318	659	122.21447916666668
1318541	15619	2429	394.8578125
1371096	138	138	0.348125
1676057	7033	2049	48.086875
1768252	5395	242	52.836354166666666
1795811	7365	203	58.558125
1832483	15082	1549	403.9223958333333
1834433	5045	137	51.20020833333333
2077752	5210	131	52.510416666666664
2108643	2638	501	121.02291666666666
2213775	125	125	0.3325
2220578	2806	456	25.7953125
2239795	3337	1068	120.50364583333334
2376594	15730	1458	397.1621875
2426539	448	448	0.3608333333333333
2664301	5187	133	50.411562499999995
2900394	2716	1062	120.01635416666666
2921139	2539	495	117.57854166666667
2977982	135	135	0.32125
3117746	5201	123	53.5965625
3185034	2704	178	25.624791666666667
3230662	23288	1497	555.2070000000001
3271495	31749	1968	734.9123000000001
3296013	2548	134	25.709374999999998
3588905	23857	1534	573.7234
3802001	26901	1723	629.4431000000001
3989117	28973	1782	730.477
