Job ID	NewLB	Summed CPLength	Summed TWork
2637	18600	6764	537.7641666666667
28735	14739	3072	530.9510416666667
28824	716	228	3.7617708333333333
29151	335	153	1.5904166666666668
40673	15990	3634	546.4451041666666
49765	19015	3991	481.61229166666664
50537	963	507	4.1258333333333335
50861	1378	201	15.498499999999996
52737	189	87	0.9613666666666666
65848	294	182	1.1637499999999998
67303	18821	6081	571.150625
71677	17698	3719	565.9797916666666
83965	234	124	0.9989708333333333
94608	557	159	3.7975
96988	14123	3241	474.9582291666667
100499	430	229	1.699616666666667
104372	169	89	0.7061999999999998
109872	15004	3458	481.48625
111717	233987	11991	3491.2063541666666
112082	2674	84	32.09491666666666
121721	16379	3848	480.7739583333334
124440	15518	3385	535.2821875000001
129207	1809	326	47.326458333333335
133342	16967	3639	436.8691666666667
139919	37655	12702	521.1709375
146358	783	241	3.948125
147477	197	103	0.8240916666666668
156147	45381	9730	513.3720833333333
157386	201	89	0.9732291666666667
158062	24027	12608	537.1142708333333
158135	263	119	1.5686333333333333
158937	922	407	4.232083333333334
160684	8775	860	219.66218750000002
165337	8941	384	239.56614583333334
169067	16976	4096	542.1327083333333
177264	14557	370	259.1902083333333
187098	9216	441	205.20947916666668
187683	638544	70021	39361.131250000006
190712	18330	6506	538.7267708333333
193601	16153	4103	438.3078125
197342	16529	3507	487.77052083333336
204393	56499	11091	550.2740625
204527	701	371	5.825
233529	218	114	1.2511999999999999
248035	16643	4757	544.3851041666667
253467	27958	5409	484.09718749999996
254080	727	485	3.8563541666666667
254449	34828	8429	551.2120833333333
257001	9064	568	229.30635416666667
257078	15416	2796	560.6744791666666
257106	671	199	4.124479166666667
271821	748	191	3.8877083333333333
273331	2179	708	46.321666666666665
276030	7942	584	219.5140625
280613	5540	2988	58.50019999999999
287864	234	124	1.1808
289890	255	135	1.0187499999999998
295729	8575	573	233.0678125
296535	17670	4911	528.3829166666667
299629	254	110	1.3538
302510	17659	6219	514.4447916666667
302546	28459	6449	488.57239583333336
309873	143762	35589	3299.623125
323821	8922	400	236.48468749999998
331259	10913	6510	195.82447916666666
333608	571	151	3.778125
335857	929	408	4.0978125
337081	13967	2885	517.964375
